img_name,true_labels,true_class,predicted_class,predicted_labels
val_000006.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_000008.jpg,19,cannoli,cannoli,19.0
val_000013.jpg,0,macaron,macaron,0.0
val_000015.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_000019.jpg,29,apple_pie,apple_pie,29.0
val_000020.jpg,155,churro,churro,155.0
val_000025.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_000053.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_000063.jpg,30,risotto,risotto,30.0
val_000074.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_000078.jpg,0,macaron,macaron,0.0
val_000118.jpg,67,tempura,tempura,67.0
val_000122.jpg,168,eggs_benedict,eggs_benedict,168.0
val_000128.jpg,198,burrito,burrito,198.0
val_000130.jpg,86,pancake,pancake,86.0
val_000139.jpg,29,apple_pie,apple_pie,29.0
val_000141.jpg,88,onion_rings,onion_rings,88.0
val_000161.jpg,57,gnocchi,gnocchi,57.0
val_000162.jpg,29,apple_pie,apple_pie,29.0
val_000187.jpg,62,creme_brulee,creme_brulee,62.0
val_000197.jpg,0,macaron,macaron,0.0
val_000223.jpg,0,macaron,macaron,0.0
val_000226.jpg,62,creme_brulee,creme_brulee,62.0
val_000238.jpg,8,dumpling,dumpling,8.0
val_000239.jpg,67,tempura,tempura,67.0
val_000242.jpg,198,burrito,burrito,198.0
val_000244.jpg,155,churro,churro,155.0
val_000245.jpg,163,filet_mignon,filet_mignon,163.0
val_000249.jpg,30,risotto,risotto,30.0
val_000250.jpg,29,apple_pie,apple_pie,29.0
val_000259.jpg,155,churro,churro,155.0
val_000278.jpg,124,boiled_egg,boiled_egg,124.0
val_000282.jpg,76,edamame,edamame,76.0
val_000289.jpg,98,lasagna,lasagna,98.0
val_000322.jpg,156,donut,ice_cream,193.0
val_000336.jpg,168,eggs_benedict,eggs_benedict,168.0
val_000346.jpg,86,pancake,pancake,86.0
val_000350.jpg,168,eggs_benedict,eggs_benedict,168.0
val_000403.jpg,67,tempura,tempura,67.0
val_000413.jpg,29,apple_pie,apple_pie,29.0
val_000414.jpg,67,tempura,tempura,67.0
val_000417.jpg,75,linguine,linguine,75.0
val_000437.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_000449.jpg,30,risotto,risotto,30.0
val_000465.jpg,155,churro,churro,155.0
val_000494.jpg,156,donut,donut,156.0
val_000498.jpg,67,tempura,tempura,67.0
val_000503.jpg,168,eggs_benedict,eggs_benedict,168.0
val_000505.jpg,98,lasagna,macaroni_and_cheese,79.0
val_000510.jpg,8,dumpling,dumpling,8.0
val_000511.jpg,98,lasagna,lasagna,98.0
val_000525.jpg,29,apple_pie,churro,155.0
val_000533.jpg,30,risotto,risotto,30.0
val_000536.jpg,67,tempura,tempura,67.0
val_000538.jpg,198,burrito,burrito,198.0
val_000540.jpg,57,gnocchi,gnocchi,57.0
val_000554.jpg,67,tempura,tempura,67.0
val_000558.jpg,67,tempura,tempura,67.0
val_000560.jpg,155,churro,churro,155.0
val_000566.jpg,30,risotto,risotto,30.0
val_000577.jpg,76,edamame,edamame,76.0
val_000592.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_000609.jpg,163,filet_mignon,filet_mignon,163.0
val_000613.jpg,57,gnocchi,gnocchi,57.0
val_000623.jpg,88,onion_rings,onion_rings,88.0
val_000625.jpg,155,churro,churro,155.0
val_000627.jpg,163,filet_mignon,filet_mignon,163.0
val_000641.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_000642.jpg,163,filet_mignon,filet_mignon,163.0
val_000653.jpg,168,eggs_benedict,eggs_benedict,168.0
val_000662.jpg,57,gnocchi,gnocchi,57.0
val_000669.jpg,123,fried_rice,fried_rice,123.0
val_000672.jpg,29,apple_pie,apple_pie,29.0
val_000673.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_000688.jpg,67,tempura,tempura,67.0
val_000691.jpg,57,gnocchi,gnocchi,57.0
val_000697.jpg,30,risotto,macaroni_and_cheese,79.0
val_000707.jpg,163,filet_mignon,filet_mignon,163.0
val_000720.jpg,62,creme_brulee,creme_brulee,62.0
val_000722.jpg,67,tempura,onion_rings,88.0
val_000727.jpg,124,boiled_egg,boiled_egg,124.0
val_000733.jpg,8,dumpling,dumpling,8.0
val_000735.jpg,0,macaron,macaron,0.0
val_000741.jpg,75,linguine,linguine,75.0
val_000748.jpg,155,churro,churro,155.0
val_000756.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_000762.jpg,198,burrito,burrito,198.0
val_000789.jpg,76,edamame,edamame,76.0
val_000802.jpg,98,lasagna,dumpling,8.0
val_000804.jpg,88,onion_rings,onion_rings,88.0
val_000805.jpg,86,pancake,pancake,86.0
val_000811.jpg,88,onion_rings,onion_rings,88.0
val_000815.jpg,138,panna_cotta,panna_cotta,138.0
val_000826.jpg,29,apple_pie,apple_pie,29.0
val_000832.jpg,67,tempura,tempura,67.0
val_000838.jpg,67,tempura,tempura,67.0
val_000840.jpg,155,churro,churro,155.0
val_000843.jpg,193,ice_cream,ice_cream,193.0
val_000846.jpg,29,apple_pie,apple_pie,29.0
val_000850.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_000870.jpg,29,apple_pie,apple_pie,29.0
val_000903.jpg,0,macaron,macaron,0.0
val_000905.jpg,57,gnocchi,gnocchi,57.0
val_000907.jpg,193,ice_cream,ice_cream,193.0
val_000908.jpg,19,cannoli,ice_cream,193.0
val_000921.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_000925.jpg,19,cannoli,cannoli,19.0
val_000933.jpg,124,boiled_egg,boiled_egg,124.0
val_000938.jpg,62,creme_brulee,creme_brulee,62.0
val_000949.jpg,67,tempura,onion_rings,88.0
val_000955.jpg,8,dumpling,dumpling,8.0
val_000965.jpg,29,apple_pie,apple_pie,29.0
val_000967.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_000970.jpg,86,pancake,pancake,86.0
val_000972.jpg,168,eggs_benedict,eggs_benedict,168.0
val_000977.jpg,75,linguine,linguine,75.0
val_000980.jpg,155,churro,churro,155.0
val_000982.jpg,67,tempura,tempura,67.0
val_000987.jpg,67,tempura,dumpling,8.0
val_000991.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_001003.jpg,19,cannoli,cannoli,19.0
val_001015.jpg,29,apple_pie,apple_pie,29.0
val_001019.jpg,19,cannoli,cannoli,19.0
val_001025.jpg,138,panna_cotta,panna_cotta,138.0
val_001036.jpg,19,cannoli,cannoli,19.0
val_001038.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_001052.jpg,0,macaron,macaron,0.0
val_001055.jpg,198,burrito,burrito,198.0
val_001060.jpg,0,macaron,macaron,0.0
val_001061.jpg,29,apple_pie,apple_pie,29.0
val_001065.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_001073.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_001083.jpg,124,boiled_egg,boiled_egg,124.0
val_001096.jpg,124,boiled_egg,boiled_egg,124.0
val_001101.jpg,76,edamame,edamame,76.0
val_001108.jpg,75,linguine,linguine,75.0
val_001120.jpg,67,tempura,tempura,67.0
val_001133.jpg,88,onion_rings,onion_rings,88.0
val_001167.jpg,168,eggs_benedict,eggs_benedict,168.0
val_001173.jpg,86,pancake,pancake,86.0
val_001177.jpg,88,onion_rings,onion_rings,88.0
val_001179.jpg,8,dumpling,dumpling,8.0
val_001180.jpg,98,lasagna,lasagna,98.0
val_001186.jpg,168,eggs_benedict,eggs_benedict,168.0
val_001198.jpg,67,tempura,tempura,67.0
val_001199.jpg,193,ice_cream,ice_cream,193.0
val_001217.jpg,163,filet_mignon,filet_mignon,163.0
val_001218.jpg,123,fried_rice,fried_rice,123.0
val_001220.jpg,138,panna_cotta,panna_cotta,138.0
val_001221.jpg,30,risotto,risotto,30.0
val_001226.jpg,19,cannoli,cannoli,19.0
val_001249.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_001250.jpg,8,dumpling,dumpling,8.0
val_001253.jpg,19,cannoli,cannoli,19.0
val_001254.jpg,29,apple_pie,apple_pie,29.0
val_001265.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_001279.jpg,75,linguine,linguine,75.0
val_001287.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_001295.jpg,155,churro,churro,155.0
val_001309.jpg,57,gnocchi,gnocchi,57.0
val_001315.jpg,86,pancake,pancake,86.0
val_001324.jpg,98,lasagna,lasagna,98.0
val_001333.jpg,88,onion_rings,onion_rings,88.0
val_001343.jpg,198,burrito,burrito,198.0
val_001351.jpg,123,fried_rice,fried_rice,123.0
val_001363.jpg,62,creme_brulee,creme_brulee,62.0
val_001367.jpg,123,fried_rice,fried_rice,123.0
val_001371.jpg,86,pancake,pancake,86.0
val_001381.jpg,86,pancake,pancake,86.0
val_001406.jpg,75,linguine,linguine,75.0
val_001412.jpg,198,burrito,burrito,198.0
val_001415.jpg,98,lasagna,lasagna,98.0
val_001428.jpg,88,onion_rings,onion_rings,88.0
val_001432.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_001463.jpg,98,lasagna,lasagna,98.0
val_001470.jpg,19,cannoli,cannoli,19.0
val_001474.jpg,168,eggs_benedict,eggs_benedict,168.0
val_001477.jpg,163,filet_mignon,filet_mignon,163.0
val_001478.jpg,29,apple_pie,apple_pie,29.0
val_001492.jpg,30,risotto,risotto,30.0
val_001498.jpg,19,cannoli,cannoli,19.0
val_001528.jpg,76,edamame,edamame,76.0
val_001538.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_001566.jpg,193,ice_cream,ice_cream,193.0
val_001568.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_001600.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_001601.jpg,57,gnocchi,gnocchi,57.0
val_001603.jpg,124,boiled_egg,boiled_egg,124.0
val_001608.jpg,88,onion_rings,onion_rings,88.0
val_001614.jpg,138,panna_cotta,panna_cotta,138.0
val_001637.jpg,156,donut,donut,156.0
val_001678.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_001681.jpg,124,boiled_egg,boiled_egg,124.0
val_001683.jpg,88,onion_rings,onion_rings,88.0
val_001689.jpg,30,risotto,risotto,30.0
val_001715.jpg,201,grilled_cheese_sandwich,pancake,86.0
val_001723.jpg,138,panna_cotta,panna_cotta,138.0
val_001733.jpg,86,pancake,pancake,86.0
val_001734.jpg,168,eggs_benedict,eggs_benedict,168.0
val_001735.jpg,75,linguine,linguine,75.0
val_001757.jpg,19,cannoli,cannoli,19.0
val_001763.jpg,168,eggs_benedict,eggs_benedict,168.0
val_001764.jpg,193,ice_cream,ice_cream,193.0
val_001786.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_001787.jpg,30,risotto,risotto,30.0
val_001797.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_001815.jpg,168,eggs_benedict,eggs_benedict,168.0
val_001823.jpg,168,eggs_benedict,eggs_benedict,168.0
val_001829.jpg,123,fried_rice,fried_rice,123.0
val_001836.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_001838.jpg,163,filet_mignon,filet_mignon,163.0
val_001852.jpg,19,cannoli,cannoli,19.0
val_001864.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_001888.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_001890.jpg,155,churro,churro,155.0
val_001905.jpg,8,dumpling,dumpling,8.0
val_001908.jpg,19,cannoli,cannoli,19.0
val_001913.jpg,75,linguine,linguine,75.0
val_001917.jpg,29,apple_pie,apple_pie,29.0
val_001945.jpg,123,fried_rice,fried_rice,123.0
val_001957.jpg,75,linguine,linguine,75.0
val_001960.jpg,198,burrito,burrito,198.0
val_001961.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_001969.jpg,8,dumpling,dumpling,8.0
val_001987.jpg,156,donut,donut,156.0
val_001990.jpg,124,boiled_egg,boiled_egg,124.0
val_002008.jpg,0,macaron,macaron,0.0
val_002016.jpg,0,macaron,macaron,0.0
val_002029.jpg,123,fried_rice,fried_rice,123.0
val_002033.jpg,76,edamame,edamame,76.0
val_002038.jpg,29,apple_pie,apple_pie,29.0
val_002041.jpg,62,creme_brulee,chocolate_mousse,172.0
val_002048.jpg,88,onion_rings,onion_rings,88.0
val_002052.jpg,124,boiled_egg,boiled_egg,124.0
val_002056.jpg,168,eggs_benedict,eggs_benedict,168.0
val_002057.jpg,193,ice_cream,ice_cream,193.0
val_002069.jpg,193,ice_cream,unknown,
val_002074.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002078.jpg,163,filet_mignon,filet_mignon,163.0
val_002080.jpg,76,edamame,edamame,76.0
val_002081.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002096.jpg,168,eggs_benedict,eggs_benedict,168.0
val_002101.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_002111.jpg,155,churro,churro,155.0
val_002128.jpg,57,gnocchi,gnocchi,57.0
val_002134.jpg,62,creme_brulee,creme_brulee,62.0
val_002140.jpg,75,linguine,fried_rice,123.0
val_002143.jpg,168,eggs_benedict,eggs_benedict,168.0
val_002147.jpg,8,dumpling,dumpling,8.0
val_002164.jpg,76,edamame,unknown,
val_002172.jpg,75,linguine,linguine,75.0
val_002177.jpg,29,apple_pie,apple_pie,29.0
val_002184.jpg,156,donut,donut,156.0
val_002188.jpg,168,eggs_benedict,eggs_benedict,168.0
val_002190.jpg,98,lasagna,lasagna,98.0
val_002193.jpg,8,dumpling,dumpling,8.0
val_002197.jpg,19,cannoli,cannoli,19.0
val_002202.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002214.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_002215.jpg,86,pancake,pancake,86.0
val_002223.jpg,76,edamame,edamame,76.0
val_002225.jpg,138,panna_cotta,panna_cotta,138.0
val_002230.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_002245.jpg,168,eggs_benedict,eggs_benedict,168.0
val_002249.jpg,0,macaron,macaron,0.0
val_002250.jpg,123,fried_rice,fried_rice,123.0
val_002257.jpg,19,cannoli,cannoli,19.0
val_002273.jpg,138,panna_cotta,panna_cotta,138.0
val_002277.jpg,168,eggs_benedict,eggs_benedict,168.0
val_002289.jpg,138,panna_cotta,panna_cotta,138.0
val_002307.jpg,88,onion_rings,onion_rings,88.0
val_002324.jpg,98,lasagna,lasagna,98.0
val_002327.jpg,57,gnocchi,gnocchi,57.0
val_002331.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002352.jpg,98,lasagna,lasagna,98.0
val_002353.jpg,86,pancake,None of the specified categories,
val_002372.jpg,88,onion_rings,onion_rings,88.0
val_002395.jpg,123,fried_rice,fried_rice,123.0
val_002427.jpg,138,panna_cotta,panna_cotta,138.0
val_002429.jpg,30,risotto,risotto,30.0
val_002430.jpg,75,linguine,linguine,75.0
val_002440.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_002458.jpg,57,gnocchi,gnocchi,57.0
val_002462.jpg,163,filet_mignon,filet_mignon,163.0
val_002463.jpg,8,dumpling,dumpling,8.0
val_002477.jpg,198,burrito,burrito,198.0
val_002479.jpg,8,dumpling,dumpling,8.0
val_002496.jpg,8,dumpling,dumpling,8.0
val_002505.jpg,67,tempura,tempura,67.0
val_002508.jpg,75,linguine,linguine,75.0
val_002516.jpg,98,lasagna,lasagna,98.0
val_002534.jpg,67,tempura,tempura,67.0
val_002536.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002539.jpg,57,gnocchi,gnocchi,57.0
val_002540.jpg,57,gnocchi,gnocchi,57.0
val_002546.jpg,193,ice_cream,ice_cream,193.0
val_002594.jpg,29,apple_pie,ice_cream,193.0
val_002601.jpg,86,pancake,pancake,86.0
val_002615.jpg,138,panna_cotta,panna_cotta,138.0
val_002636.jpg,138,panna_cotta,panna_cotta,138.0
val_002654.jpg,123,fried_rice,fried_rice,123.0
val_002662.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002664.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002668.jpg,19,cannoli,cannoli,19.0
val_002688.jpg,19,cannoli,cannoli,19.0
val_002707.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_002712.jpg,0,macaron,macaron,0.0
val_002728.jpg,198,burrito,burrito,198.0
val_002741.jpg,138,panna_cotta,chocolate_mousse,172.0
val_002763.jpg,193,ice_cream,ice_cream,193.0
val_002764.jpg,86,pancake,pancake,86.0
val_002775.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_002788.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_002793.jpg,138,panna_cotta,chocolate_mousse,172.0
val_002794.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_002802.jpg,155,churro,churro,155.0
val_002808.jpg,155,churro,churro,155.0
val_002815.jpg,123,fried_rice,fried_rice,123.0
val_002836.jpg,86,pancake,pancake,86.0
val_002853.jpg,88,onion_rings,onion_rings,88.0
val_002854.jpg,62,creme_brulee,creme_brulee,62.0
val_002856.jpg,155,churro,churro,155.0
val_002858.jpg,86,pancake,pancake,86.0
val_002868.jpg,98,lasagna,lasagna,98.0
val_002886.jpg,88,onion_rings,onion_rings,88.0
val_002887.jpg,198,burrito,burrito,198.0
val_002891.jpg,67,tempura,tempura,67.0
val_002897.jpg,29,apple_pie,apple_pie,29.0
val_002914.jpg,29,apple_pie,apple_pie,29.0
val_002924.jpg,0,macaron,macaron,0.0
val_002968.jpg,88,onion_rings,onion_rings,88.0
val_002985.jpg,76,edamame,gnocchi,57.0
val_002992.jpg,29,apple_pie,apple_pie,29.0
val_002993.jpg,76,edamame,edamame,76.0
val_003005.jpg,62,creme_brulee,creme_brulee,62.0
val_003007.jpg,156,donut,donut,156.0
val_003017.jpg,163,filet_mignon,filet_mignon,163.0
val_003022.jpg,124,boiled_egg,boiled_egg,124.0
val_003057.jpg,98,lasagna,lasagna,98.0
val_003068.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_003072.jpg,98,lasagna,lasagna,98.0
val_003073.jpg,193,ice_cream,ice_cream,193.0
val_003075.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_003080.jpg,75,linguine,linguine,75.0
val_003100.jpg,156,donut,donut,156.0
val_003102.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_003116.jpg,124,boiled_egg,boiled_egg,124.0
val_003117.jpg,62,creme_brulee,macaroni_and_cheese,79.0
val_003118.jpg,156,donut,donut,156.0
val_003120.jpg,168,eggs_benedict,eggs_benedict,168.0
val_003125.jpg,124,boiled_egg,boiled_egg,124.0
val_003127.jpg,62,creme_brulee,macaron,0.0
val_003128.jpg,86,pancake,pancake,86.0
val_003167.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_003174.jpg,57,gnocchi,gnocchi,57.0
val_003187.jpg,8,dumpling,dumpling,8.0
val_003191.jpg,29,apple_pie,apple_pie,29.0
val_003199.jpg,19,cannoli,cannoli,19.0
val_003207.jpg,98,lasagna,lasagna,98.0
val_003214.jpg,8,dumpling,dumpling,8.0
val_003220.jpg,98,lasagna,lasagna,98.0
val_003230.jpg,168,eggs_benedict,eggs_benedict,168.0
val_003244.jpg,30,risotto,macaroni_and_cheese,79.0
val_003260.jpg,76,edamame,edamame,76.0
val_003272.jpg,193,ice_cream,ice_cream,193.0
val_003284.jpg,123,fried_rice,fried_rice,123.0
val_003289.jpg,86,pancake,pancake,86.0
val_003317.jpg,19,cannoli,cannoli,19.0
val_003322.jpg,98,lasagna,lasagna,98.0
val_003329.jpg,193,ice_cream,chocolate_mousse,172.0
val_003330.jpg,75,linguine,linguine,75.0
val_003344.jpg,57,gnocchi,gnocchi,57.0
val_003347.jpg,29,apple_pie,apple_pie,29.0
val_003348.jpg,88,onion_rings,chocolate_mousse,172.0
val_003351.jpg,168,eggs_benedict,eggs_benedict,168.0
val_003359.jpg,138,panna_cotta,panna_cotta,138.0
val_003375.jpg,62,creme_brulee,panna_cotta,138.0
val_003385.jpg,88,onion_rings,not_available,
val_003392.jpg,57,gnocchi,Unknown,
val_003405.jpg,19,cannoli,cannoli,19.0
val_003410.jpg,19,cannoli,donut,156.0
val_003417.jpg,124,boiled_egg,boiled_egg,124.0
val_003431.jpg,124,boiled_egg,boiled_egg,124.0
val_003455.jpg,163,filet_mignon,filet_mignon,163.0
val_003463.jpg,98,lasagna,lasagna,98.0
val_003466.jpg,88,onion_rings,onion_rings,88.0
val_003476.jpg,0,macaron,macaron,0.0
val_003477.jpg,156,donut,donut,156.0
val_003487.jpg,0,macaron,macaron,0.0
val_003490.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_003493.jpg,156,donut,donut,156.0
val_003499.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_003504.jpg,198,burrito,burrito,198.0
val_003505.jpg,75,linguine,linguine,75.0
val_003513.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_003515.jpg,30,risotto,risotto,30.0
val_003517.jpg,193,ice_cream,ice_cream,193.0
val_003518.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_003522.jpg,198,burrito,burrito,198.0
val_003523.jpg,76,edamame,edamame,76.0
val_003527.jpg,79,macaroni_and_cheese,macaroni_and_cheese,79.0
val_003533.jpg,0,macaron,macaron,0.0
val_003535.jpg,155,churro,churro,155.0
val_003556.jpg,172,chocolate_mousse,chocolate_mousse,172.0
val_003569.jpg,163,filet_mignon,filet_mignon,163.0
val_003572.jpg,67,tempura,tempura,67.0
val_003574.jpg,86,pancake,pancake,86.0
val_003586.jpg,62,creme_brulee,creme_brulee,62.0
val_003592.jpg,0,macaron,macaron,0.0
val_003596.jpg,201,grilled_cheese_sandwich,grilled_cheese_sandwich,201.0
val_003603.jpg,0,macaron,macaron,0.0
val_003605.jpg,0,macaron,macaron,0.0
val_003606.jpg,29,apple_pie,apple_pie,29.0
val_003609.jpg,124,boiled_egg,boiled_egg,124.0
val_003612.jpg,86,pancake,pancake,86.0
val_003625.jpg,76,edamame,edamame,76.0
val_003626.jpg,76,edamame,edamame,76.0
val_003629.jpg,98,lasagna,lasagna,98.0
val_003632.jpg,98,lasagna,lasagna,98.0
val_003634.jpg,8,dumpling,dumpling,8.0
